user_id,to_reads
13460,235|262|701|465|90|68|325|67|265|137|119
13479,121|83|35|809|779|129|119|395|32
13510,265|14|379|342
13544,313|6
13558,109
13587,14|35|94|109|115|111|11|222|38|54|142|198|1435|67|119|68
13599,60
13603,424|809|95|323|371|426|516|408|55|1785
13647,15|396|688|869|840|213
13658,189|357|934|379|208|253|584
13674,194|66|621|311|819|195|639|69|12
13694,20|110|135|165
13703,8|94|265
13741,943|538|244|295|143|682|320
13749,174
13780,14|32|65|83|103|109|194|33|22|57|40|121|261|11|72|82|181|398|53|38|66|55|48|75|424|476|413|386|457|961|819|635|872|557|430|360|1084
13799,35|83|71|43|66|55|139|173|375|654|638
13807,33|46|186|31
13846,109|95|100|323|560|118|663|45|378|471|701|587|54|498|1073|342|451|253|6|81|104|55
13879,291
13894,267|141
13904,239|484|16|98|140|312
13925,100|33|31
13966,295|691
13989,55|8|767
14002,701|45|233|457|106|638|287|815|119|270|265
14010,209|13|55|426|63|95|173|119|574|212|233|115|709|670|1248|693
14061,249|828|825|848|1055|421
14112,48|55|117|59|391|130|233|1435|688|591|916|331|185|323|193
14136,217|31|177|436|143
14172,669|66|113|129|1214|177|559|494|638|467|1005|516|378|1642|264|495|178|35|664
14180,508|60|550|111|638|47|1061|300|9|534|313
14218,209|64|407|225|265|121|129|473|39|255|561|35|362|453|515|499|788|47|38|554|712|61
14238,35|115|482|81|961|407
14255,714|839|185
14293,118|148|758|397|81|359|277
14331,613|658|924|1509|959|1214|35|208
14341,820|587|948|186|272|255|718|736|173|959|323|100|36|828|109|1561|825|516|249|1133|6|342|77|160|421|440|290|41|273|167|325|476
14348,1238|1005|54|60|727|33|121|325|268
14370,342
14372,233
14384,1214
14402,65|94|103|121|11|72|86|7|46|66|1|1435
14411,57|87|516|146|848|143
14468,595|1073|354|948|290|94|265|819|560|408|704|959|193|941
14504,101|115
14531,291|407|146
14541,8|65|28|103|109|118|111|121|261|265|198|129|901|916|258|461|36|325|39
14546,197|67
14573,31|538|456|1642|264|13|55|32|113|65|94|114|67|131|35|121|265|173|119|54|97|132|284|323|587|38|1561|63|241|386|714|646|353|410|961|868|1679|595|895|804|317|1068|101|329|395|369|577|93|540|544
14582,883|782
14590,6|404|516|195
14607,195|239
14627,65|94|109|66|572|268|298|126|89|322|178|87|233|354|264|395|538|409|733|795|106|208|60
14644,16|94|122|98|212|17|129|140|20|457|148|312|494|523|222|611|590|1255|840|715|672|1184|1509|35|55|369|826|1073|1064|114
14669,1021|829|87|664|181|489|734|1435|534
14689,5|899|1|93|323|284|198
14742,11|36|148|261|13|48|65|173|46|192
14746,57|127|106|186
14751,479|103|173|669|11|961
14779,115
14794,516|270|769
14810,611|498|1135|1214|181|222|79
14841,121
14865,94|57|115|236
14885,42|109|194|181|10|43|38|76
14898,398|208|46
14902,181|76|48|396|333|906|216|754|195|372|688|65|285|47|101|424
14909,79|127|53|19|7|2|38|44|208|638|820|472
14929,35|188
14960,911|142|405
14973,101|638|1316
14987,115|92|138|531|160|154|646|125|213|529|388|1280|782|353|478|714|1167|375|341
15009,8|5|55|13|139|178|354|168|176|451|255|925|188|31|682|135|28|167|60
15020,338|930|325
15039,143
15054,188
15082,190|272|538|39|109|300|45|185
15105,41|51|463|696|898
15121,71|115|398|76|45
15185,436|924|1159|61
15204,620|40|178|270|205|46|62|496|174|770|1186|118|314|347|1133|75|829|1238|140|98|16|70
15241,13|48|471|230|116|265|264|1509|468|14|177|293|576|485|31|501|98
15267,476|130|1435|176|664|144|488
15313,959
15318,129
15356,94|4|22|127|55|54|346|638
15398,379
15489,8|65|137|13|40|57|92|181|19|35|338|51|217
15497,255|901|92|282|620|440|100|485|173|192|642|139
15518,22|33|118|115|111|10|421|106|482|342|216|139
15546,100|33|115|127|82|31|883
15580,467|757|216
15597,115|11|398|136|228|156|653|860|179|557|142|663|374|247|187|150|139|46|67|47|16|41|268|587|62|476
15621,173|55|144|333|208|193|211|249|522|287|587|61
15636,101|115|38|338|47|263|743
15641,101|94|33|40|118|115|261|92|272|228|73|192
15648,139|226|104|30|322
15664,65|101|261|11|1714|848
15683,187
15712,146|61
15729,277|553
15748,46
15791,249|557|291|231|217|688
15813,14|32|261|82|38|48|65|828
15837,1005|523|1214
15856,124|638|697|323|662|231|47|523|557|1509|421
15864,35|101|103|100|48|295|69
15885,32|28|43|65|48|55|101|36|35|9|691|51
15897,94|35|79|22|115|121|261|127|398|62|38|272|137|13|642|131|178|436|174|195|36|119
15935,94|508|127
15949,167|584|38|185
15955,211|325|47|46|167|39|360
16001,495|139|503|119|297|662|47|185|195|663|67|192|215|249|654|68|91
16022,534|587|739|295|284|574|189|66|113|14|28|67|697
16048,41|12|6
16064,5|103|109|194|115|181|661|360|113|173|869|626
16087,211|31|16|45|650|1311|326|1316|173|46|98|140|664|820|323|1458
16100,65|83|139|143
16129,441|139|584|195|321|906|283|6
16166,200|139|295|421|1334
16177,360|1108|122|417
16194,396|53|33|1316|658|329|45|38|111|216|137|211|883|22|57|115|64|212|258|249|195|167|268|417|407|51|74|6|185|208|144|638|240|342
16207,1477|122|476|727|62|441|534|212|574
16234,83|361|770|353|154|125|121|65|32|233|35|483|350|196|489|765|704|916|320
16271,604|6|359|235|208|40|141
16275,2015|483
16330,146|235|262
16345,167|1|47|72|312|441|372|344|223|669|234|1214|6|249|1005|467|185|51|282|101
16352,22|285
16384,161|872|180|277
16401,268|11|95|342|262|239|326|61|267|297|404|295
16413,1214|887|225|28|937
16417,815|239|68
16434,342
16447,1159|359|925
16462,388
16474,131|467|658|146
16499,364|2190|173|48|288|17
16541,1184|430|819|984|961|560
16547,11|22|16|45|941|196|44|249|295|70|924|342
16575,1393|483|139|255|1|168|290
16597,877|739|176|826|298|9|240|4|10|5|42|43|8|31|83|125|204|154|198|225|172|160|89|158|142|126|76|167|597|757|762|312|322|457|35
16680,186|35|538|256|137|47|148|498|293|117|204|133|516|378|113
16709,289|325|427|110|173|13|113|55|284|198|48|177|130|301|498|264|478|94|595|485|89
16718,482
16730,48|650
16761,758|45|70|177|359
16767,113|162|230|15|304|65|55|264|160|395|154|1561|1509|225|498|961|782|80|139|255|193|94|48|1214|301|323|1184|401
16780,1064|961|38|22|60|45|150|115|67|212|249|35|325|895|372|754|316|217|127|374|538|39|1011
16800,48|173|177|547|432|76|264|498|1605|637|371|518|65|699|89|118|35|196|122|430|39|584|41|215|70|217|181|538
16812,65|654|372|344
16828,333|638|523|924|1334
16858,45|249|196|35|28|906|572|215|115|68
16894,192|231|226|140|143|100
16897,361
16915,935|217
16949,47
16965,485|322|4|489|95|472|959|1319|815|467
16981,124|139|417|1458|231|216|35|613|982|106|516
17009,792|150|148|1272|195|396|143|357
17021,701|60|195|654|94|119|100|426|658|440|495|185
17052,1068|106|113|124|638|697|374
17081,205|76|171|66|230|451|471
17131,34|342
17143,4|540|961|1477|326|272|515|1185|231|270|139|239|17|20|318|6|235|146|212|78|313|396|143
17152,1334
17185,8|18|769|498|24|23
17199,788|177|173|614|1214|436|198|312|820|196|395|1970|60|249|167|669
17216,937|479
17222,212
17264,124|407|779|924|697|1021|17|818|142|494
17277,877|11|316|320|192
17329,625|46|396|38|758|36
17374,518|773|530|478|361|293|32|14|42|178|298|804|839|173|89|229|402|70|48|560|338|322|53|345|62|368|480
17379,379|134|51|139
17404,961|143|12
17409,82|106|114|178|350|718|456|664|173|264|131|109|19|124|654|249|122|67|103|89|658|374|943|561|758|179|408|1021|663|819
17422,8|65|113|297|405|295|642|142|11|440
17440,124|135|584|273
17454,221|1048|124|83|531|476
17476,290|868|158|416|518|1108|5|79|116|95|233|131|109|53|122|97|45|47|92|899|193
17527,82|664|81|326|291|1159|795|57|47|825|958|3|212|142|1435|249|106|34|16|91|903|92|30|377|137
17555,39|110
17579,229|277|359|300|54|13|482|60|217|195|1231|112
17613,124|45|46|57|195|654|113|217|111|461|379|290|185|208|144
17652,36|241
17659,290|46|36|102|335|114|296|211|127|522|95|30|74
17667,60|113|758|70|124|13|289|467|924|127|930|181|265|297
17678,129|104|62|277|290|350|13|230|48|113|65|268|185
17683,190|69|6|367|85|117|265|195|322|268|360
17718,924|124|779|697|186|638|557
17746,561|793|522|273|143
17762,263|181|274|217|473|11|148|67|222|731|975|350|778|1064|225|1434|529|706|1108|718|456|664|405|587|432|547|45|948|58|1214|829|961|54|1133|130|824|1569|132|467|142|261|331|272|170
17804,45|304|574|167|261
17857,81|35|924|379|421|567|697
17869,456|115|258|92|177|1319|55|1411|421|701|121
17895,451|682|282|185|14|924|249|654|440|106|290|139|508|81
17952,516|587|396|924|67|779|697|249|54|572|819
17967,482|473|906|1133|18|410|1561|616|440|88|61|12|69|105|74|41|24
17984,8|5|219|172|769|906|91
18003,295|197|22|11|243|597|1393|162|142|1435|54|734|176|1185|768|488|282|342|421|703|312|322|277
18045,409|658|1334|1055|1458|395|264
18068,11|33|46|67|89|41|12|69|313
18077,114|113|22|329|132|289|54|217|550|374|337|48|215|80|408|239|342
18093,718|1561|129|48|124|185|322|924|295|137|284
18180,178|5|14|168|441|200|6|11|45|47|282|240|145|576|12|69|295|98|140|253
18204,22|225|115|11|642|762|620|208|60|688|239|576
18235,1055
18250,877|453|11|54|88|47|60|94|249|64|451|139|620
18280,792|1108|1120|50
18308,396|70|126|55|13|276|432|36|14|195|1334|143|241
18323,50|1167|255|150|212|80|587|523
18339,43|718|264|829|614|87|436|216|239|487|975|1214|523|404|494|150
18388,1584|46|57|35|211|129|276|187|297|860
18391,1434|300|178|614|706|19|361|301|559|560|375
18397,211|113|778|71|1120|326|126
18419,663|426
18454,94|35|323|424|592|476|179|150|483|653|513|489|840|1518|1055|520|611|304|272|637|669|1161|826|101|2190|1202
18490,291|498|557|230|1477|982|168|37|924|697|941|226
18496,948|1051|198|212|570|883|662|727|820|1055|264|718|701|60|482|1061|848|1435|440|357|669
18505,490|828|754|231|58|60|204|55|782|113|103|887|22|95|83|407|264|194|125|287|595|1566|456|701|829|758|353|916|1435|146
18515,4
18526,139|283|122|1334
18539,482|104|255|216|1068
18556,620|188|54|264
18599,718|304|300|16|31|39|142|231|144|697|1|1159
18618,173|121|225|576|289|407|124|111|323|499|354|8|538|223|5|55|63|212|97|148|883|1171|413|179|317|211|408|546|92|117|261|42|50|24|740|213|597|498|545|341|765|559|560
18630,924|144|567|104|1334|115|653|736|701|270|597|997|208
18653,597|213|264|540|427|298|501|249|779|92|127|211|508|79|531|984|977|276|295|1739
18670,417|523|342|379|584|258
18685,106|295|421|396|883|825|38|997|829|697|1334|35|213|743|137
18759,236|273|291
18767,100|295|94|396|63|101
18775,248|154|13|396|482|317|131|81|741|114|457
18804,129|173|405|499|788|13|48|872|1561|592|28|590|150|1393|899|436|46|215|55|654|57|100|620|975|691
18823,61|112|313|146|322|404|265|312|115|437|186
18855,413|395|1133|847|320|190
18857,1458
18872,129|173|146
18908,103|1064|658|94
18917,129|97|113|290|372|534|557|115|1214|95|167|173|205|165|188|192
18960,106|81|208|256|185|924|779|60|45|216|654|124|741|290|943|495|895|473|253|139|146|61
18990,47|268|265|212|270|847|1317|523|322|613|67|167|417|291|665|482
19026,173|57|31|584|557|669|211|14|129
19056,130|83
19074,118|272|261|381|906|396|847|1317|47|869|467|6|1334|421|379|407|273|948|567|148
19088,10|43|109|249|121|106|15|8|80|5|11|374|92|193|173|360|736|572
19098,1|245|17|2|42|208|427|432|133|857|35|12|179|74|297|187|103|345
19123,47|212|268|273|57
19138,235|143|267
19150,82|826|1393|1970|268|710|906
19171,113|63|196|69
19191,869|658|277
19222,142|265|45|113|179|119|287|323|118|493|1435|557|883|733|148|1319|604|1411|273
19250,39|1064|141|277|24|290|124|26|18|21|244|25|283|553|1311
19254,38|396|613|1011|482|825|217|22|982|421|67|115|417|185
19290,197|563
19319,461|225|212|61
19346,272|409|741|5|829|273|885|587|604|44|233|196|483|89|132|323|663|101|238|344|828|383|256|92|338|550|43|559|495|782
19384,638|23|140|301|846|212|772|241|174|1518|12|1178|430|407|1566|934
19427,1064|255
19455,762|81|160|138|113|13|87|140|226|399|165|61
19493,664|115|57|557|1679|240
19512,485|592|1184|47|112|54
19554,198|48|117|779|304|604|21|189|1135|699|264
19574,360|8|304|65|100|490|534|89|587|301|467|349|476|80|606|213|139
19584,66|48|55|283|282|191|139|828|572|297|180|489|213|106|277|554
19611,277|359
19643,317
19658,68|131|118|924|546|100|1584|146
19668,371|360|424|225|87|81
19721,81
19737,31|57|265|114|62|221|47|106
19751,408
19757,916|142|461|291|160|371|550|1094|146|901
19803,277|359
19840,193
19856,333|16|107|682|699|547|312|706|395
19867,538|89|441|97
19890,10|1477|1064|225|113|499|1073|1435|42|587|590|529|177|432|76|32|233|138|410|65|924|1334|638|268|186|1|36|196|249|484|124|295
19896,78
19935,1055|94|430|312|143|417|67|141|1171|88|591|883
19948,258
19976,106|31|204|407|273|115|33|67|46|47|733|144|290|179|123|281
20040,408|255|247|85
20065,104|941|516|467|662
20076,523|139|33
20092,1011|216|185|295
20148,490|41|14|16|46|45|31|67|131|70
20173,124|139|1|557|337|101|372|104|54|81|635|323|498|236|669|92|141|144
20183,328|73|616|326|388|20|17|66|359|144|112|12|190|513|61|318|313|482|613|567
20194,51|185|11|22|38|487|167|670|379|1131|342
20213,115|38|172|872
20215,342|118|272|860|55|421|258|291|195
20220,94|60|104|213|354|178|350|788|1365|167|5|48|55|54|289|468|476|485|424|326|430|701|718|191
20229,697|1334|421|100|139|143|1970|743
20243,73|87|1214|1064|654|688|323|216|139
20258,485|172|20|141|143|146|103
20309,2|7|18|21|24|12|23|189
20332,195|290|916|369
20363,16|46|1|557|290|9|556|651|1075
20419,815|1334|150|540|1171|476|268|522|666|520|1055
20444,317|1214|133|461|265|498|646|650
20451,122|1435|421|188|295|39|333
20505,208|653|482|268|333|318|195
20560,741|417|522|304|45|115|436|467|430|658|457|654|727|574|815|494|139|51|379|682|185|67|131|212|249|520|941|441
20606,374
20629,465
20664,67|396|328|697|238|273|106|115|879
20693,95|887|560|498|651|1186|1167|1518|31|47|437|765|61
20718,916|1088|498|95|138|255|287|550
20732,323|233|249|167|522|217|215|143|188|295|277|208|267|106
20740,208|550
20793,167|290|710|76|171|109|230|424|322|471|451
20834,101|66|113|173|178|664|233|1073|773|292|1367|322|372|534|344|895|710
20857,67|238|295|208|604|329|236|92|508|193|758
20896,848|654|901|167|326|316|258|208|408|92|297|239
20941,47|362|456|829|733|75|935|8|1|78|20|17
20954,135
20972,179
20996,718|709|701|1214|961|1064|924|825|177|395|1334|99|689|146|235|285
21028,94|119|100|323|669|733|937|179|71|704|231|265|132|682|467|883|688|697|300
21059,1064|1176
21074,1021
21106,233|104|570|1317|35|231|635|284|697
21147,273|67|118|646|1679|395|839|1237
21164,404|219|498
21217,60|350|1679|546
21227,1167|534|984|43|160|95|1088|186|148|212|329|546|479|109
21237,6
21257,113|100|408
21285,587|924|265|919|36|522|480|225|137|1365|408
21352,997|1584
21359,653|360|113|173|4|40|142|233|493|561|82|1214|2190|959|664|1255|215|468
21395,310|1644
21428,184|482
21469,840
21495,16|404|216|906|1136|144|211|127|67|249|256|265|225|378|924|112|342|81|754
21543,20|706|289|665
21566,175|45|65|961|118|317|493|341|432|41
21594,132|4|45|10|124|65|66|188|39|142|67|33|185
21607,567|616|333
21610,131|129|297|137|554|463|712|135|68|139|557|289|6
21622,322|47|17|20|6|137
21653,46|1|33|534|743|256|550|94|98
21658,80|291
21675,208|924|268|124
21707,943
21728,106|916|779
21745,123|916|156|268|74|178|55|65|119|181|323|180|213|284|959|545|887|130|436|104|1084
21778,405|482|68|217|409
21796,472|28|162|485|63|734|95|1167|233|85|94|121|211|284|178|410|498|213
21810,160|117|132|782
21817,47|68|323|233|245|249|538|139
21823,417|982
21832,39|11|67|60|396|100|609|441|187|119|342|91|12
21877,654|482|177|267
21886,167|283|216|106|1011|139|221|15|192
21975,185|1334
21989,185|613
22017,45|94|54|192|788|484|5|71|181|191|523|322|143|405|701|520|1133|432|587|180|323
22068,146|195|111|297|216|484
22085,467|941|421|241|482
22117,113|701|191|592|55|1167|54
22147,1584|1055|323|28|1518|95|194|498|701|924|557|688|523
22155,113|178|173|323|28|65|479
22171,94|93|919|1675|273|1509|1411|95|117|249|132|195|36|1679|362|323|523|959
22195,815|274|342|45|60|584|193|143
22204,124|371|277|103
22212,107
22217,1675|1509|14|66|116|265|160|89|109|561|146|318|143|190|430
22225,39|70|295
22241,333
22257,226
22287,150|261|111|212|572|35|40
22319,13|14|664|55|119|103|485|520|72|270|493|362|899|289|1073|547|557
22357,806|155|19|161|177|31|191|765|247|1186|16|479
22452,6|325|137
22487,231|848|103
22515,48|1521|121|57|234|196|350|688|1316
22527,150|12|47|187|409|6
22552,701|961|173|216|47|515|958
22574,189|146
22588,792|409|16|46|710
22600,65|212|94|127|142|387|173|498|906|265|194|485|181|663|1365|522|479|321|359|198|546|333|287|143
22625,306|410|397|494|561|167
22632,265|277
22640,267|277
22669,404|100|47|1237|300|342|560|222
22764,451|471|171|8|87|498
22774,466|39|1584
22787,4|42|326|89|682|654|584|54|1561|457|354|396|2124|1567|1675|273|1936|146
22813,256|39|167|1|877|20|421|188|124|316
22913,359
22938,399|611|45
22967,178|313|105|404|69
23004,829|39|36|137|197|1064|51
23086,177|113|1073|1509|283|666|289|924|104|405|691
23101,134|289|173|211|193|604|208|522|45|144|212|150|484|495|318|33|457|924|1458|94|767|146|112|930|572|570|47|313|215|820
23157,1317|427|124|121|173|701|58|468
23213,165
23243,189|161|337|1214|121|704|899|948|654|828|225|178|597
23265,664
23284,89|322|314|122|738|13|95|130|301|121|395|289|432|637|173|547|718|468
23303,34|110
23338,779|404|112|421|277|437|8|137
23413,167|139|666|54|396|273|482
23438,322|55|283|92|46|1021|663|297|306|809
23455,139|538|111|104|31|68|342|47|181|758|570|523|129|272|57|718|238|11|367|95
23460,265|185|291|208
23482,1088|597|977
23498,115
23515,212|587|495|277|483|654|322|401|342|264|162|67|115|253|211|127
23525,47|523|362|122|35|1393|70|848|106|94|148|228|118|271
23547,291|848|265|1185|245|709|359
23581,577|701|265|15|471|885|407|779|113|534|92|82|916|895|654
23605,638|115|122|131|961
23612,146|235
23630,113|597|795|788|1005|501|181|65|1214|208|663|397
23635,1435|6|234|142|323|270|148|378|216|312|653|241|857|258|948|895|106|208|1785|369|95|162|113|89|885|1316|534
23671,522|1393|249|614|819|178|691|550|499|1458|1970|654|682|658|374|1272|113|83|150|172|80
23682,762|227|201|520
23711,55|653|173|217
23735,141|414|666|522
23768,196
23777,284
23787,188
23848,1367|550|247|100
23874,139|31|295|441|316|561|273
23886,718|109|87|22|587|28|13|773|887|129|113|213|173|467
23961,31|407|217|408|208|193|34|3|56|49|45|68|181|52|561|374|1518|762|92|144|697|51
23977,924|185|265|718|173|959|887|1135|1186|45|498|160|76|361
24007,219|292|332|347|542|602|641|61|133|187|13|43|54|65|71|498|81|274|119
24038,472
24050,1435|142|407|5|115|47|1145|1311|43|782|468|118|63|273|883|255|567|1567|1159|899|208
24083,233
24092,172|113|109|103|597|55|65|413|485|80|137
24119,599|337|142|46|256|150|216|396
24137,256|765|317|604|181|788|354|1411|872|560|89
24155,241|621|36|233|300|221|139|982|288|86|613|820|1317
24191,55|185|139|122|1|16|46|57|119|67|33|39|283|484|239|31|290|1021|82|181|360
24200,100|79
24222,230|404|697|901|654|35|217|144|426|516|401|359|231
24236,60|733|329
24253,10|1064|508|295|371|484|47|45|95|289|718|512|301|1084|244
24311,638
24326,117|997|1584|396|77|313
24354,238|67|421|848|256|733|179|247|108|127|437|208|273|262|143|137
24379,59|102|229|16|36|139
24393,104|119|31|329|150|1051
24441,115|81|176|208|767|173|276
24454,235|567
24460,322|115|997|150|1605|444|66|180|820|102|76|172|121|126|289|119|590|984|961|167
24483,829|997|1073|63|1088|123|575|242|129|32|239|666
24507,1167|467|70|1051
24553,779
24564,65|11|67|178|119|255|89|22|704|287|651|409|887|707|424
24583,9|204|5|131|148|46|948|31|22|124|231|249|94|47|106
24598,241|457|300
24609,39|424|21|24|33|47|217
24637,178|467|651|265|1184|561|372|70|101|117|333|414|223|6
24750,1051|482|16|124|34|35|87
24781,160|121
24800,66|198|1055|669|360|547|354|872|1411|32|167|665|104|94|663|312|349|127|495
24802,688
24839,36|90|829|117|255|479|1214|16|196|167|295
24858,1064
24898,312|46|916|15
24915,89|31|65|300|81|341|560|405|961|212|820|1161|1714|277|32|473
24962,59|23|130|35|150|1184
24968,225|79|103|778|55|131|204|341|65|293|560|478|1434|701|1477|1681|271|1214|54|570|476|106|576|1167|233
24998,144|189
25011,194|8|15|559|198|129|59|98|237|305|349|553|612|556|725|703|806|705|1248|1075|986|2089|1936|1184|1088
25017,597|1|560|961|1214|395|11|354|270
25065,291
25083,185|208
25102,113|173|350|14|92|48|162|984|1167|432|222|249|522|217
25116,57|167|522|189|28|715|714
25164,265
25177,30|476|144|36|820|143
25192,304|396|795|249|1159|1970|268|638|54|36|95|162|103|142|306|570|468|483|451|79|271|485|436|587|257|743|262|6|150
25215,364|498|109|180|461|9|45
25276,167|337|186|291|148|57|42|95|1970|160|233|80|354|265|72|587|290|208|179|317|245|10|48|121|74|14|883|1393|173|658
25286,503|350|604|198|261|70|297|256
25332,190|408|114|417|941|78|109|225|323|42|93|559|178
25374,503|238|408|263|498
25404,689|267|318|1005
25423,404|295|148|754|221|35|18|257|95|353|480|413|857|542|93|7
25438,779|825|208
25472,162|70|87|256|414
25518,261|43|997|83|984|46|70|222
25526,855|194|714|773|839|560|614
25553,47
25616,113|19|215|192
25625,197|289|39|47|637|208
25677,763|424|769|180|371|215
25706,688|919|572|95|672|187
25743,322
25777,61|966
25793,869|290|47|46|208|924|8|65|129|701|255|1084|664|264|6|89|109|94|45|13|493|78|409|895|112|124|342|146|137|119
25823,482|121|342|404|689|178|68|883|483|1158|195|142|1465|329|495
25852,529|413|778|651|148
25855,45|30|1|54
25867,413|529|478|1178|104|126|95|103|180|287|295|168|28|119|65|115|35|597|172|191
25873,195|258|1011|249|325|185|1|924|829|997|961|94|89|421|1055
25897,436|1055|167|217|682|372|534|426|516|312|93|322|638|35|94|67|258|1238|937|689|867|81|421|291|359|572|425
25914,256|140|48|457
25921,16
25931,106
25938,295|374|239|441|688|197|230|109
25958,408|142|273|101|231|665|342
25978,943
26030,306|359|277
26045,162|337|119|117|28|883|1644|887|68|788
26067,867|94
26073,441|691|181
26083,464|12|194|930|277|508
26097,30|6|132|1679|17
26108,82|144|869|407|662
26142,2|718|997|961|233|847|924|47|421|137|440
26148,230|1435|326|1465|2190|270|265|316|457|767|916
26179,984|353|185|139|39|620|263
26184,1255|546|61
26213,136|1477|466|840
26233,654|35|557|658|743|333|374
26239,701|718|709|31|212|297|106|765|975
26252,104|103|664|1681|417|828|779|55|94|604|208|231|461|457
26282,3|249|238
26293,84|959|427|101|317|701|1642|561|121|67|129|421|239|236|298|410|872
26300,129|225|997|899|233|1509|20|117|173|180|559
26340,492|126
26362,144|208|236|112|91|139|95|230|234|451|119|5|39|653|103|471|1561|101|35
26381,313
26400,1202|402
26412,45|174|328|1316|342|253|779
26429,291|81|14|13|45|113|173|115|131|255|961|413|216|225|778|272|48|66|36
26483,437
26496,95|584|283
26511,379|16|408|185|111|494|1051|457|208
26529,122|263|31|247|22|92|80
26536,233|669|297|32|293|650|503|637|360|15|413|89|122|11|45|22|31|95|1707|104|731|209
26622,322|494|44|436|430|312|682|377|592|326
26647,804
26661,625|779
26670,1526|662|146
26704,522|185|87
26716,100|360|54|51|762|36|743|91|267|119
26729,815|924
26753,232|205|1272|121|426|520|637
26778,664|84|1739|272|795|326|867|574|104|281|465|899|847
26785,4|132|436|25|172|87|287|538|272|637|1584|349|868
26800,350|697|300|82|758|426|284|1681|338|68|847
26827,87|34|45|31|99|124
26871,17|146
26879,718|557|1055|15|94|121|162|255|130|264|35|357|959|196|887|872|637|546|82|499|503|1739|109|138|597|287|60|1167|424|479|765|374|1518|2190|977|840|587|590|1238|427
26889,1434|45|440|417|81|137
26917,948|198|515|734|2015|30|409|1011|216|190
26925,359
26932,290|217
26942,654|809|146|194|124
26959,396|146
26999,473|190|94|289|1055|638|484|322|430|1214|194|297
27048,591|924|268|139|282|81
27083,592|1133|196|255|297|44|658|867|522|1970|342
27107,333|6|74|437|522|304|258|297|482|94|55|318|262|642|440|424|261|12|9|256|91|120|710
27145,185|322|170|181|142|584|165
27157,113|36|54|63|109|93|94|375|300|82|289|31|613|270|185|290
27181,323|47|961
27253,89|1681|736|188|205|22|45|46|57|115|371|281|72|207|64|258|408|663|41|463|672|200|297|53|103
27275,1185|186|60|1509|208|38|67
27294,1178|395|407|1136|516|522|1367|924|1334|584|840|323|258|457|216|658|421|167|30
27311,342
27358,113|55|89|1393|924|268|421|41
27362,132|410|456|869|325|1316|754|1785|283|941|209|30|270
27414,829|109|93
27449,300|172|109|375|322|1477|935|45|60|587
27488,67|291|396|144|440|100|249|304|273|333|313|374|124
27494,239|4|613|641|332
27501,45|185
27519,244|109|312|11|45|258|43|225|8|230|70|255|233|323|453|1011|101|290|1064|584|887|1185|1334|613|407
27549,216|240
27578,185|654|658|226|131|342|267|599|11
27595,106|180|45|36|178|82|409|107
27604,81
27625,45|111|417|122|325|625|132|255|199|323|613|1084|701
27674,437|36|41|1567|478|185
27680,5|289|1679|231|127|437|267|297|405|141
27719,95|6
27745,225|130|1|118
27771,144|208|217|767|111|570|587|195|190|177|325
27816,701|718|597|592|576|212|426|1393|1477
27836,167|217
27886,81
27904,11|669|825|126|1055|1458|265|378|67|100|64|872|520|1135|829|213|1214
27934,93|984|191|576
27975,144|208|408
28004,79|413|591|146|689
28015,485|572|103|109|71|387|113|984|522|597|427|291|529|298|160|131|265|94|87|28|168
28032,230|113|255|287|1011|467|124|80|522|265|244
28061,185|139
28124,451|471|1064|691|576|361
28129,1272|127|916|26|238|383|1185|1365|300|243|1675|426|48|13|388|262
28148,81|522|941|924|638
28175,106
28189,106|85|11|249|625
28211,265|1518|516
28219,1088|186|273|901|1|31|1073|118|122|825|482|208|56|325|249|73
28265,1675|885|496|11|1752
28269,55|130|82|614|1435|872|772|283|472|604|739|485|10|71|576|39
28328,906
28337,70|48|276|371
28345,10|43|45|67|534|101|92|943|344|109|33|12
28396,304|95|119|769|306|467|410|359|285
28429,383|197|63|424|304
28448,6|234|111|62|312|223|381|46
28458,216|148|53|122|60|195
28494,597|54|58|194|1167|650|94|103|71|83|66|413|248|265|293|233|138|148|590|115|100|405|408|529|478|839|819
28515,360|410|934|489|60
28525,255|899|267
28540,111|231|195|316
28550,208|122
28616,16|94|238|436|255|40|642
28684,614|150|60|306|1214|82|236|688|139
28696,378
28701,88|187|190|317|490|101|222
28726,5|109|714|148|142|840|877
28740,417|132|181|758
28763,94|1145|265|61|167|267|313
28776,342|45|587|267|143|313|190|106|94|100|57|414|198|697|467
28803,872
28827,115|8|195|185|377|374|38|51|828|662|704|137
28831,408
28857,177
28863,67|11|819|473|242|765|255|734|17|177|125|131|341|48
28873,997|32|55|360|131|15|225|65|45|13|113|374|97|162|16|264|395|401|177|173|245|257|387|233|1108|872
28891,55|157|15|287|87|59|236|65|108|8|32|1167
28904,115|1238|682|430|13|54|95|265|119|468|132|55|325|561|437|143|262|114|1255|61
28943,485|584|312|561
28950,68|120|28|312|32|391|5|576|590|650|478|592|820|699|961|94|233
28985,11|360|297|638|38|467|32|371|58|104|113|72|176|168|1064|239|89|145|196
28989,270|513
29031,360
29075,4|718|233|113|129|173|177|297|354|14|650|778|498|131|11|64|75|115|45|148|924|31|1334|467|57|36|162|457|453|522|30|461|489
29103,5|80|87|410|83|374|190|101|451
29115,317|1334|1051|779|1237|417|1202|12|69|105|36|437
